time,temperature
146.0,160.20302877218666
146.5,157.47782835137264
147.0,158.26956531401808
147.5,160.49919621397208
148.0,159.08399533474244
148.5,158.73586885181982
149.0,154.2957538827594
149.5,157.82530562975901
150.0,158.11344035623188
150.5,155.6811094038936
151.0,157.81262279544916
151.5,158.81030364303223
152.0,160.50390380004
152.5,159.601050956359
153.0,161.43093409662322
153.5,158.8845627582083
154.0,160.38275465417513
154.5,163.3007132610746
155.0,161.74679451168907
155.5,160.17021527638488
156.0,162.53009776962844
156.5,163.21726779567854
157.0,160.30019960015338
157.5,161.7944128324066
158.0,161.01306127028568
158.5,164.44462649838525
159.0,162.76709773832636
159.5,162.93095444912572
160.0,163.6620348610656
160.5,161.8835136592313
161.0,164.325523013206
161.5,166.11127591202643
162.0,164.14224968585776
162.5,166.49442947085663
163.0,166.7386113238751
163.5,165.06682441766267
164.0,162.47327546157672
164.5,166.09714155474364
165.0,166.97106479416243
165.5,165.64526688873124
166.0,167.99341334616003
166.5,164.5128943096957
167.0,165.06656812675416
167.5,165.98016854038514
168.0,164.31596434502256
168.5,166.01129046469094
169.0,168.62882368669875
169.5,167.99692271568114
170.0,170.73184794138712
170.5,168.79313767343874
171.0,169.79595299148426
171.5,169.87785214734023
172.0,167.7914865789479
172.5,168.51444373899963
173.0,170.0019341889884
173.5,170.12422976541305
174.0,165.8120720165727
174.5,170.477537627899
175.0,171.80183164988625
175.5,172.0651230571627
176.0,168.28460058187218
176.5,172.7100851149978
177.0,170.33152999248188
177.5,170.7169513217577
178.0,174.61269999859988
178.5,169.38732195438766
179.0,166.52665723779072
179.5,169.51188882371568
180.0,168.4151837088528
180.5,174.0018963851835
181.0,171.52746192742578
181.5,173.01054437714242
182.0,172.60260889925917
182.5,176.45413471049682
183.0,174.91331021266967
183.5,169.71257392651395
184.0,176.4145117276534
184.5,174.57689489129584
185.0,174.63313076522994
185.5,173.95071511292394
186.0,175.26281829257505
186.5,172.05368131838273
187.0,175.18043138373852
187.5,176.3478370395389
188.0,175.31415378696244
188.5,178.51594827996257
189.0,175.95985566951285
189.5,176.47445038222463
190.0,175.89994331062664
190.5,178.68255635826
191.0,177.5001433185311
191.5,175.06102834006433
192.0,178.5409800602764
192.5,178.5489438185494
193.0,180.1698235177736
193.5,176.66492623448607
194.0,177.99195267018695
194.5,178.93043398158272
195.0,179.98029595339588
195.5,179.6405865888428
196.0,181.48782590638
196.5,181.38275996010086
197.0,179.7886924730803
197.5,177.2928537795023
198.0,180.84084338074052
198.5,180.443856885283
199.0,178.4118949898454
199.5,184.19498939537237
200.0,181.192516156403
200.5,181.0844742821564
201.0,183.23922363765396
201.5,181.58499212134728
202.0,181.7379688925099
202.5,180.4863383644264
203.0,182.1647884470833
203.5,182.4852852829935
204.0,180.4807861822203
204.5,184.16489663975494
205.0,181.59801927592807
205.5,182.92648258221104
206.0,184.12956297705458
206.5,183.88628301853987
207.0,184.07404525773126
207.5,182.24839500360332
208.0,181.27295283391007
208.5,182.2902314710524
209.0,184.5036163364105
209.5,186.71943665466074
210.0,184.49620190652874
210.5,184.15206406706983
211.0,184.6178709239451
211.5,186.88417057476445
212.0,183.2348466821261
212.5,189.9222105534617
213.0,187.10092332827642
213.5,183.93031802439623
214.0,187.9554666076211
214.5,184.71957767761387
215.0,184.1914013934907
215.5,184.52823731466393
216.0,186.84279332566808
216.5,190.1614355305682
217.0,186.8776911065262
217.5,190.5063682703574
218.0,188.0860511845984
218.5,189.40835824209455
219.0,190.56596854259902
219.5,188.2000504330777
220.0,186.61445743771318
220.5,188.15739874411545
221.0,187.8062697058447
221.5,190.38092758016057
222.0,189.4776278540362
222.5,189.65020389611115
223.0,192.12891323393575
223.5,190.0227175706163
224.0,190.33507628173174
224.5,190.0162803166672
225.0,192.63078216751958
225.5,192.71435284514044
226.0,189.83326542388352
226.5,191.7904857441405
227.0,191.58333246544112
227.5,192.32820228772877
228.0,189.78347801187232
228.5,190.4514049313275
229.0,192.41425031749415
229.5,190.08278480477898
230.0,192.4618648011546
230.5,190.27648344931686
231.0,193.4987717737637
231.5,192.8834002164469
232.0,191.52470040174802
232.5,194.51405422356845
233.0,192.66181166886824
233.5,196.82595845022033
234.0,192.57991311246076
234.5,196.2018867054303
235.0,193.32676931172392
235.5,195.65026269037185
236.0,194.74910332542711
236.5,193.3288483519681
237.0,193.56380280492857
237.5,196.87793262903872
238.0,194.45043550248866
238.5,193.73974780624826
239.0,193.07134363395068
239.5,196.00673010850647
240.0,199.834473239064
240.5,195.9010628356633
241.0,197.99773858142706
241.5,198.69276347469645
242.0,196.34091733412913
242.5,199.6691883449599
243.0,198.0690705191187
243.5,200.5484507709723
244.0,199.57357172526406
244.5,198.27227571780597
245.0,198.3082407176618
245.5,198.740733318781
246.0,198.31169292637054
246.5,197.8202202258462
247.0,197.20273977067666
247.5,201.9225046186679
248.0,200.21057423538718
248.5,199.47748867941885
249.0,199.87373072370497
249.5,202.0608401089043
250.0,202.19880146787455
250.5,198.79620549410112
251.0,204.58982731663704
251.5,201.3311708312083
252.0,203.03527970054932
252.5,206.41789264855385
253.0,198.61983329999748
253.5,202.90748595264643
254.0,200.92117905607222
254.5,202.29701905724852
255.0,203.98230648807805
255.5,199.09774401801548
256.0,199.27856455496416
256.5,203.91326137039025
257.0,204.49036029473777
257.5,204.44638019278204
258.0,205.33692065335194
258.5,205.95608909531524
259.0,201.52470151741065
259.5,205.8558538312087
260.0,203.16494829385934
260.5,206.05249658811658
261.0,204.77378738918227
261.5,206.39140534606577
262.0,205.85426508260733
262.5,205.65199478679943
263.0,204.13599207905412
263.5,208.63312782235298
264.0,205.08343070295572
264.5,207.85490408809287
265.0,207.27174277882122
265.5,206.36712148557163
266.0,204.45799371108586
266.5,204.6127803097972
267.0,207.5907786928165
267.5,207.45863986408142
268.0,208.25792455661684
268.5,208.19313968657747
269.0,206.13604836198058
269.5,205.24401118461802
270.0,209.81293389606458
270.5,206.1459572707767
271.0,206.4421486528583
271.5,207.0977286255357
272.0,210.8605370876424
272.5,211.6609631818271
273.0,210.38055154320725
273.5,208.08823067681283
274.0,207.29452751789665
274.5,213.2034228602267
275.0,211.0766944787954
275.5,209.97616959025623
276.0,209.73971881728974
276.5,212.6864423348363
277.0,210.80385678891855
277.5,211.56014720069405
278.0,210.1030454186173
278.5,211.632058427419
279.0,213.429917414203
279.5,209.58124644808683
280.0,210.2400765670088
280.5,210.08735426871291
281.0,212.88666686251057
281.5,212.1515407138888
282.0,212.5032978870536
282.5,214.3441051498398
283.0,213.6989227094744
283.5,210.2787031920864
284.0,214.75806679700875
284.5,213.25296148253636
285.0,213.793159082457
285.5,211.32841713231377
286.0,212.85185059062871
286.5,211.54100321787266
287.0,214.14523854212442
287.5,217.26194901768443
288.0,213.31093895053888
288.5,213.2586887065137
289.0,218.628921802043
289.5,212.53756933400155
290.0,216.59455823235191
290.5,215.33303105658663
291.0,216.6581792073122
291.5,217.87528395242364
292.0,216.81431042224602
292.5,217.33403098257764
293.0,212.4724796968349
293.5,215.79017367227652
294.0,217.53019449601948
294.5,217.40180314236216
295.0,219.28393821198708
295.5,215.9973110413349
296.0,219.69239230464225
296.5,219.38710554496745
297.0,219.59068745153297
297.5,214.71496165337868
298.0,217.1779747430472
298.5,219.09273829686478
299.0,215.6459908744038
299.5,218.2423943288739
300.0,217.3415947902095
300.5,218.32385838594806
301.0,222.26879020089166
301.5,214.65082826768926
302.0,222.8539485623614
302.5,221.83903704205142
303.0,220.45656087874883
303.5,222.21797117340657
304.0,222.73425146311905
304.5,222.12592568145269
305.0,220.24081566283266
305.5,222.5113918525082
306.0,223.27357511992003
306.5,220.6521139007622
307.0,223.67627923424968
307.5,223.36885224671994
308.0,221.7449626625475
308.5,222.9518795018413
309.0,221.05658973698488
309.5,223.95231809376477
310.0,221.32263970037997
310.5,223.1306569388389
311.0,222.5410320453088
311.5,225.7354845430926
312.0,223.88029271420905
312.5,225.19981432678856
313.0,222.83975050786023
313.5,220.7033492555766
314.0,226.1010898957804
314.5,222.11968009494794
315.0,221.51268952996458
315.5,224.34606463176542
316.0,223.31202991695758
316.5,227.23078640205793
317.0,225.25905239373915
317.5,226.0102004148426
318.0,224.35751413348797
318.5,223.93365271115042
319.0,227.92497245989156
319.5,227.2516562500463
320.0,223.9216991382289
320.5,230.7769106876104
321.0,230.40575220782935
321.5,227.100294350713
322.0,224.59654752493176
322.5,230.49968463951512
323.0,227.31682690431572
323.5,231.86164487570983
324.0,227.11227452422546
324.5,225.97303153410664
325.0,227.509234787879
325.5,229.32870907786233
326.0,227.74619928446654
326.5,228.41275706908863
327.0,0.0
327.5,231.1012714934837
328.0,229.28254210889554
328.5,229.0232070070103
329.0,228.07221417539313
329.5,229.85446755071445
330.0,227.98400450455262
330.5,229.70907371444855
331.0,228.82682488690813
331.5,229.87493540199384
332.0,230.3547686906879
332.5,231.60321732324488
333.0,228.9343109366037
333.5,228.29012228777262
334.0,229.75945448059315
334.5,230.85195111720222
335.0,230.5240715843758
335.5,230.5694074168605
336.0,233.45138137127975
336.5,226.24788695474564
337.0,232.5474659849781
337.5,230.9795479784148
338.0,228.86981084782303
338.5,233.5415283865692
339.0,232.90720554829736
339.5,231.24771094026
340.0,231.51116015525685
340.5,233.39259060957755
341.0,235.43545754542822
341.5,234.44667356778882
342.0,235.5411311702951
342.5,233.81363278527914
343.0,230.24125513527105
343.5,232.01389378390058
344.0,233.8468257600465
344.5,233.23405813148813
345.0,234.41418511394752
345.5,233.06801482106943
346.0,234.81271983828157
346.5,236.9647828340972
347.0,233.31758492715434
347.5,233.70566366667322
348.0,235.3212034997522
348.5,234.22064772916178
349.0,233.7002558173145
349.5,233.44736234816025
350.0,234.52798444378283
350.5,237.14809613060388
351.0,233.0702301390626
351.5,235.8954876913519
352.0,235.0241416889296
352.5,237.7133387378068
353.0,236.52483568791672
353.5,232.86757121268136
354.0,237.99728008889963
354.5,239.08457638895604
355.0,232.42996664031014
355.5,236.43208699356174
356.0,237.2448991475288
356.5,234.7432193956935
357.0,240.00671694893273
357.5,237.09973491047467
358.0,238.18848034017375
358.5,237.8167195627706
359.0,237.65119105825795
359.5,237.88516241651175
360.0,241.37464016103462
360.5,237.49180926389363
361.0,236.51272110996456
361.5,242.83900189089056
362.0,240.63401578760246
362.5,240.72914161172946
363.0,240.03887645899297
363.5,236.25247209821597
364.0,237.90601093506635
364.5,239.13109104293835
365.0,239.20613720814083
365.5,239.28643397289312
366.0,241.05423324805022
366.5,240.38696754951272
367.0,239.7471488079302
367.5,240.20756671001146
368.0,240.27659799271956
368.5,237.31681395948817
369.0,243.70180849571577
369.5,241.7799817219187
370.0,236.37890253226493
370.5,242.68763684976983
371.0,241.71795937957972
371.5,242.5155019066847
372.0,239.53453464343133
372.5,241.08669407733822
373.0,240.1876039635088
373.5,242.51470305145295
374.0,239.77349093976247
374.5,244.24494651093238
375.0,244.89333158665517
375.5,240.48310409425875
376.0,244.801009453616
376.5,245.13296195852342
377.0,242.66275659496867
377.5,243.9142145333634
378.0,244.2559658595759
378.5,243.92773860180486
379.0,241.19861405104373
379.5,243.93991005089606
380.0,245.8277155556899
380.5,243.3583124809747
381.0,248.30919842901775
381.5,247.33648950205665
382.0,246.6826731354502
382.5,246.38238178611238
383.0,243.14536980470376
383.5,246.00240183841854
384.0,244.607182844769
384.5,243.2601855695232
385.0,248.46097471421626
385.5,249.68872774142585
386.0,246.88719740925092
386.5,245.21781596811192
387.0,245.43366249418878
387.5,249.03021629782594
388.0,248.83543329804854
388.5,247.4968538459622
389.0,248.52636148302236
389.5,247.99452005060485
390.0,247.34224115472324
390.5,247.50806492738954
391.0,246.67874726934295
391.5,248.01891149651502
392.0,246.79506056030598
392.5,251.62258896870273
393.0,247.0626394333338
393.5,248.10526386779537
394.0,249.71637019165968
394.5,251.7692700676136
395.0,248.93030703038175
395.5,248.57022759458982
396.0,249.03403652139494
396.5,247.92171088726502
397.0,248.99982482291992
397.5,249.11126568220953
398.0,251.44356126858864
398.5,250.6653235975758
399.0,250.6492577438178
399.5,248.13447633719056
400.0,250.51721316340215
400.5,252.50127849507305
401.0,248.64023242550704
401.5,251.2808541147728
402.0,253.33905816718058
402.5,250.70200738792408
403.0,248.06090942194115
403.5,254.10177558326535
404.0,250.44661705878303
404.5,254.31664690144322
405.0,251.91506570141544
405.5,252.1284976841922
406.0,256.0981358274665
406.5,250.99058300379983
407.0,251.67135475880838
407.5,254.47176522403808
408.0,255.65879478296108
408.5,252.72617484541274
409.0,258.4598347687878
409.5,256.35277381959025
410.0,254.09336012554945
410.5,254.46926241561442
411.0,257.27426769209035
411.5,250.89994960038848
412.0,254.93328986562892
412.5,257.40021080116617
413.0,253.17823721953835
413.5,252.27689522756887
414.0,255.27478093505118
414.5,255.3125713977686
415.0,255.07499645423528
415.5,252.67245959864832
416.0,255.00678287613616
416.5,256.5316967202147
417.0,255.46855940549617
417.5,254.59843733291416
418.0,256.9513011167561
418.5,257.2343942022251
419.0,257.4159008921364
419.5,259.87261414592786
420.0,257.35501701169017
420.5,256.0680657116868
421.0,256.95305646896054
421.5,253.95174331882484
422.0,256.5904389952824
422.5,255.3580691514397
423.0,259.7966286208631
423.5,256.12965564394585
424.0,253.29056882498588
424.5,259.0667352479444
425.0,257.04082797831495
425.5,257.04444763076424
426.0,257.10573924106836
426.5,259.2794232610489
427.0,258.52665073986134
427.5,258.1809259041887
428.0,257.7473089764807
428.5,255.3240913266625
429.0,258.4618078275556
429.5,259.4793798490298
430.0,257.0941098522061
430.5,258.6370044816447
431.0,257.28720632933044
431.5,257.47673601799875
432.0,261.22036007809595
432.5,257.28061371378396
433.0,260.7098504560251
433.5,255.7809715724375
434.0,263.0001177859459
434.5,259.85295124160945
435.0,262.18526034780007
435.5,260.70275151943486
436.0,260.51938157587097
436.5,260.50294815757866
437.0,261.3180771957618
437.5,262.95477820523195
438.0,259.96402741950317
438.5,260.36217967939973
439.0,257.95040765014585
439.5,258.8058276225853
440.0,258.14286041908144
440.5,262.0808796762613
441.0,262.20253737597966
441.5,262.93846274750126
442.0,259.8886438688743
442.5,262.33444698959056
443.0,257.1469281642733
443.5,260.8620888200944
444.0,263.35106852814124
444.5,260.2222619909534
445.0,261.61775602131684
445.5,262.64494747280645
446.0,262.234698210821
446.5,260.33288147443363
447.0,263.4692014294351
447.5,261.9685622233992
448.0,261.58344864007233
448.5,263.6373048648326
449.0,265.80912544637977
449.5,264.1017549057092
450.0,260.43345586389296
450.5,260.74880828740186
451.0,264.80118153771934
451.5,266.3348338207586
452.0,260.7470717475885
452.5,264.4216802260711
453.0,265.33633858752376
453.5,265.1053109337132
454.0,264.41506616182454
454.5,265.75435167452713
455.0,265.72684058925245
455.5,265.168070577724
456.0,265.21628539781466
456.5,264.799213946243
457.0,266.23080801155646
457.5,264.0767403296642
458.0,271.3032142471331
458.5,267.20314307749675
459.0,266.3468102018359
459.5,265.6318354118988
460.0,261.03346596672947
460.5,267.15426752318695
461.0,265.0534701506038
461.5,266.0901919036107
462.0,270.05980294230744
462.5,266.1387508981468
463.0,266.87247458184004
463.5,267.08819529660946
464.0,268.77196872282246
464.5,268.7689514665252
465.0,268.4086240637124
465.5,269.1040790073771
466.0,267.638402335646
466.5,268.85947615208636
467.0,266.15455016613305
467.5,266.5119972927566
468.0,267.59954762132656
468.5,268.01933737505806
469.0,271.9220525519957
469.5,272.01028464335775
470.0,268.59400169749125
470.5,270.1002710453161
471.0,268.697370815535
471.5,272.24650655472385
472.0,267.56442586210034
472.5,267.0694778047432
473.0,270.8207776601075
473.5,269.36784695937683
474.0,271.88569364263304
474.5,270.4677102117613
475.0,267.36551960872373
475.5,271.9318707075879
476.0,273.19476966310935
476.5,269.6475847055972
477.0,269.5252809208714
477.5,268.29567797836046
478.0,271.3222810993318
478.5,272.117685463379
479.0,271.3859818140455
479.5,271.2535514509056
480.0,273.63851782356915
480.5,273.5738875727202
481.0,270.08573745531226
481.5,274.5804573162317
482.0,272.2692985470171
482.5,276.68361475342203
483.0,272.2531178739665
483.5,272.70235516845423
484.0,274.3438160376696
484.5,272.4026258515747
485.0,270.5692874975282
485.5,272.82511509449716
486.0,273.4468167635554
486.5,270.35198372320576
487.0,270.3770625827692
487.5,271.9897688117213
488.0,275.2596049466277
488.5,271.7393619679648
489.0,273.49465836950407
489.5,277.0145716997836
490.0,272.8482914605592
490.5,271.545892744527
491.0,274.1215746861799
491.5,275.96030933704776
492.0,276.58064545685795
492.5,276.14212096418487
493.0,275.3363890348604
493.5,274.92258797058696
494.0,273.89868711878665
494.5,276.27042719882024
495.0,272.906873412531
495.5,273.3017720038298
496.0,275.0418704982243
496.5,277.07228257513765
497.0,274.7947776904041
497.5,273.4365735122079
498.0,274.9985974613129
498.5,277.6054852921179
499.0,276.4418065472032
499.5,276.95723514124904
500.0,271.9247525244314
500.5,276.7777308063944
501.0,279.35870211740126
501.5,276.8714019703425
502.0,272.29222728436423
502.5,278.42630594110904
503.0,274.47106839869764
503.5,278.0631585918501
504.0,276.74675123944365
504.5,276.71234360480094
505.0,278.79773692462805
505.5,274.8225004955005
506.0,276.3814544007639
506.5,277.04550179364685
507.0,279.2502887791905
507.5,277.489436790795
508.0,279.7637917629763
508.5,276.8860393526346
509.0,280.44105205611663
509.5,276.25989590897586
510.0,274.757073340233
510.5,278.8598242238612
511.0,278.90030141716386
511.5,278.3920057374778
512.0,279.41947686943115
512.5,277.805230265288
513.0,279.13155968816704
513.5,278.07763082317035
514.0,280.1410705581752
514.5,283.6287931384608
515.0,278.1002086722853
515.5,281.36983335610216
516.0,284.0919740800762
516.5,278.71844449738467
517.0,278.8987019289136
517.5,281.7234596289093
518.0,280.08261712008016
518.5,278.59037163744176
519.0,278.92299366169334
519.5,282.4427864254005
520.0,281.1891647154912
520.5,278.4292382486303
521.0,278.34348719667616
521.5,280.8095341748065
522.0,280.8318106963766
522.5,283.5418549768269
523.0,284.12945256194064
523.5,280.0102545315866
524.0,999.0
524.5,280.7438024151787
525.0,285.1711776003593
525.5,281.2553112544339
526.0,282.12941555574116
526.5,281.4766119266569
527.0,283.6566113458914
527.5,282.23449832168546
528.0,283.99038673638955
528.5,283.49344178434694
529.0,283.7219843362368
529.5,282.75208574943906
530.0,279.74446657973283
530.5,283.6818976807757
531.0,284.96320049241604
531.5,284.3804061858109
532.0,286.78226354150695
532.5,285.5760096965122
533.0,282.92734552640286
533.5,284.5395128417524
534.0,282.61345517800225
534.5,282.87033382797824
535.0,283.4731461381993
535.5,286.94819619496485
536.0,287.442171053411
536.5,281.24955508512073
537.0,285.7586236531647
537.5,284.8755383515795
538.0,282.8433436083657
538.5,283.70079819920164
539.0,284.8184699184548
539.5,286.176043353737
540.0,288.99378371961603
540.5,281.8196996579524
541.0,285.00371421433834
541.5,284.9800656888893
542.0,285.6733251673513
542.5,284.8499560441897
543.0,281.8352638326752
543.5,285.19237162353363
544.0,285.8125070023963
544.5,287.8841358980143
545.0,289.81706937495767
545.5,286.3788920401704
546.0,287.3967227811772
546.5,287.4998212131938
547.0,289.3388737244588
547.5,282.4434365208707
548.0,284.45726486623846
548.5,286.03158617377704
549.0,286.00861102259387
549.5,288.2131517849583
550.0,286.9278466253387
550.5,287.23477950039
551.0,290.8364316196318
551.5,286.7945570946482
552.0,287.0475961401687
552.5,285.115334217489
553.0,288.56358668979664
553.5,287.3865219536134
554.0,289.66806120434853
554.5,289.50179790113316
555.0,290.5814369021323
555.5,288.03719393273724
556.0,289.5805173392498
556.5,285.16525601146606
557.0,286.3262367071453
557.5,287.2652780477574
558.0,287.42380683014517
558.5,289.58720711446534
559.0,285.3889654788006
559.5,285.3233466214478
560.0,287.76960813946465
560.5,290.199785618025
561.0,288.43396772079484
561.5,290.39512068008094
562.0,288.22492460556015
562.5,290.91609688574835
563.0,289.0813287521208
563.5,288.42171139219477
564.0,288.7261600562371
564.5,288.75291759662474
565.0,290.4428242841339
565.5,292.86839163056095
566.0,289.23898162737464
566.5,291.4802342366285
567.0,290.5366132403985
567.5,290.3867787226218
568.0,292.22668332617445
568.5,289.87555418843505
569.0,293.85447292385084
569.5,292.24087008490335
570.0,295.52095955212934
570.5,292.27836469506593
571.0,291.0522357204153
571.5,290.1673166152786
572.0,289.06687862286987
572.5,291.1119904320294
573.0,292.03885995290415
573.5,291.9225203804716
574.0,292.0166530968908
574.5,293.2885424256385
575.0,288.8029121067911
575.5,288.23317532838547
576.0,293.2638574442574
576.5,292.72823705001093
577.0,292.9862011030397
577.5,292.9069234523423
578.0,292.10546591041617
578.5,292.1272416038861
579.0,292.480855022324
579.5,288.5055526735574
580.0,294.72241599303055
580.5,293.1714048743987
581.0,292.29192518571494
581.5,290.87649716925046
582.0,292.9325627642967
582.5,293.5491762482391
583.0,0.0
583.5,292.1726006387727
584.0,292.58424561580523
584.5,294.9769371656369
